Image_ID,Label,cn_caption,en_caption,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure08-28CB.jpg,Intraocular tumors,"宸︾溂鑴夌粶鑶滈鐦FA閫犲奖6鍒?8绉?1鍥惧儚銆備笌鍥?-28A涓哄悓涓€鎮ｈ€呫€傚彲瑙佺梾鐏跺ぇ閮ㄥ垎FFA鏃犲紓甯歌崸鍏夛紝鐥呭彉榧讳晶銆侀涓婃柟鍙鑽у厜娓楁紡銆佽崸鍏夐伄钄藉拰閫忚鑽у厜銆?""Left eye choroidal osteoma FFA contrast 6:28:81 image. Same patient as Figure 8-28A. The majority of the FFA of the lesion can be seen to be free of abnormal fluorescence", with fluorescence leakage, fluorescence masking," and translucent fluorescence seen nasally and supratemporally of the lesion.""",,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure08-28DA.jpg,Intraocular tumors,宸︾溂鑴夌粶鑶滈鐦CGA閫犲奖6鍒?8绉?1鍥惧儚銆備笌鍥?-28A涓哄悓涓€鎮ｈ€呫€傚彲瑙佺梾鐏跺ぇ閮ㄥ垎ICCGA涓昏鍛堝急鑽у厜,Left eye choroidal osteoma ICGA contrast 6:28:81 image. Same patient as Figure 8-28A. Most of the ICCGA of the visible lesion is predominantly weakly fluorescent,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure08-28DB.jpg,Intraocular tumors,宸︾溂鑴夌粶鑶滈鐦FA閫犲奖25鍒?2绉?5鍥惧儚銆備笌鍥?-28A涓哄悓涓€鎮ｈ€呫€傚彲瑙佺梾鍙橀蓟渚ц崸鍏夋笚婕忔槑鏄俱€?Left eye choroidal osteoma FFA contrast 25 min 52 sec 35 image. Same patient as Figure 8-28A. Fluorescence leakage is evident on the nasal side of the lesion.,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure08-29BA.jpg,Intraocular tumors,宸︾溂鑴夌粶鑶滈鐦CGA閫犲奖25鍒?2绉?5鍥惧儚銆備笌鍥?-28A涓哄悓涓€鎮ｈ€呫€傜梾鍙橀蓟渚CGA鍛堝急鑽у厜,Left eye choroidal osteoma ICGA contrast 25 min 52 sec 35 image. Same patient as Figure 8-28A. ICGA of the nasal side of the lesion is weakly fluorescent,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure08-29BB.jpg,Intraocular tumors,鍙崇溂鑴夌粶鑶滈鐦FA閫犲奖8鍒?4绉?3鍥惧儚銆備笌鍥?-29A涓哄悓涓€鎮ｈ€?Right eye choroidal osteoma FFA contrast 8:24:43 image. Same patient as Figure 8-29A,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-01C.jpg,Intraocular tumors,鍙崇溂鑴夌粶鑶滈鐦CGA閫犲奖8鍒?4绉?3鍥惧儚銆備笌鍥?-29A涓哄悓涓€鎮ｈ€?Right eye choroidal osteoma ICGA contrast 8:24:43 image. Same patient as Figure 8-29A,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-01D.jpg,Optic nerve diseases,鍙崇溂瑙嗙缁忕値FFA 547.6s鍍忋€備笌鍥?-1B涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樿崸鍏夋笚婕忥紝鍑鸿閬斀鑽у厜,"Right optic neuritis FFA 547.6s image. Same patient as Figure 9-1B. Fluorescence leakage from the optic disk is seen, with hemorrhages obscuring the fluorescence",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-02C.jpg,Optic nerve diseases,"宸︾溂瑙嗙缁忕値FFA 534.0s鍍忋€備笌鍥?-1C涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樿交寰潃鏌擄紝绾跨姸鍑鸿鍛堥伄钄借崸鍏?""Left optic neuritis FFA 534.0s image. Same patient as Figure 9-1C. Slight staining of the optic disc is seen"," with linear hemorrhages showing masked fluorescence""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-02D.jpg,Optic nerve diseases,鍙崇溂瑙嗙缁忕値鍚庤绁炵粡钀庣缉FFA鏅氭湡鍍忋€備笌鍥?-2B涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樿崸鍏夋祬娣?Late FFA image of optic nerve atrophy after optic neuritis in the right eye. Same patient as Figure 9-2B. Shallow optic disk fluorescence is seen,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-05B.jpg,Optic nerve diseases,宸︾溂瑙嗙缁忕値鍚庤绁炵粡钀庣缉FFA鏅氭湡鍍忋€備笌鍥?-2C涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樿崸鍏夋笚婕忥紝涓嬫柟鏄庢樉,"Late FFA image of optic nerve atrophy after optic neuritis in the left eye. Same patient as Figure 9-2C. Fluorescent leakage of the optic disk is visible, with a distinct lower",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-05C.jpg,Optic nerve diseases,宸︾溂瑙嗙缁忚缃戣啘鐐嶧FA 20.7s鍍忋€備笌鍥?-5A涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樻瘺缁嗚绠¤交寰墿寮?FFA 20.7s image of optic nerve retinitis in the left eye. Same patient as Figure 9-5A. Slight dilatation of optic disk capillaries is seen,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-06B.jpg,Optic nerve diseases,宸︾溂瑙嗙缁忚缃戣啘鐐嶧FA 610.4s鍍忋€備笌鍥?-5B涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樺讥婕崸鍏夋笚婕忥紝鍛ㄥ洿缁勭粐鐫€鏌?FFA 610.4s image of optic nerve retinitis in the left eye. Same patient as Figure 9-5B. Diffuse fluorescent leakage of the optic disc is seen with staining of the surrounding tissue,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-08B.jpg,Optic nerve diseases,鍙崇溂瑙嗙洏琛€绠＄値FFA 75.6s鍍忋€備笌鍥?-6A涓哄悓涓€鎮ｈ€咃紝鍙瑙嗙洏鑽у厜娓楁紡,"FFA 75.6s image of optic disc vasculitis in the right eye. In the same patient as Figure 9-6A, optic disc fluorescence leakage is seen",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-08C.jpg,Optic nerve diseases,宸︾溂鍓嶉儴缂鸿鎬ц绁炵粡鐥呭彉FFA鍔ㄨ剦鏈熷儚銆備笌鍥?-8A涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樺厖琛€姘磋偪锛屾瘺缁嗚绠℃墿寮狅紝涓嬫柟鏄庢樉,"FFA arterial phase image of anterior ischemic optic neuropathy in the left eye. Same patient as Figure 9-8A. The optic disc is seen to be congested and edematous, with dilated capillaries, which are evident beneath the",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-08D.jpg,Optic nerve diseases,宸︾溂鍓嶉儴缂鸿鎬ц绁炵粡鐥呭彉FFA闈欒剦鏈熷儚銆備笌鍥?-8B涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樺厖琛€姘磋偪锛屾瘺缁嗚绠℃墿寮狅紝涓嬫柟鏄庢樉,"FFA venous phase image of anterior ischemic optic neuropathy in the left eye. Same patient as Figure 9-8B. The optic disc is seen to be congested and edematous, with dilated capillaries, which are evident beneath the",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-08H.jpg,Optic nerve diseases,宸︾溂鍓嶉儴缂鸿鎬ц绁炵粡鐥呭彉FFA鍚庢湡鍍忋€備笌鍥?-8C涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樿崸鍏夋笚婕忔槑鏄?Late FFA image of anterior ischemic optic neuropathy in the left eye. Same patient as Figure 9-8C. Fluorescence leakage from the optic disk is seen to be evident,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-08I.jpg,Optic nerve diseases,宸︾溂鍓嶉儴缂鸿鎬ц绁炵粡鐥呭彉娌荤枟1鏈堝悗FFA鍔ㄩ潤鑴夋湡鍍忋€備笌鍥?-8G涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樺懆鍥存瘺缁嗚绠℃墿寮犱笉鏄庢樉,FFA arteriovenous phase image of the left eye after 1 month of treatment for anterior ischemic optic neuropathy. Same patient as Figure 9-8G. Unsignificant peripapillary dilatation of the optic disk is seen,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-08K.jpg,Optic nerve diseases,宸︾溂鍓嶉儴缂鸿鎬ц绁炵粡鐥呭彉娌荤枟1鏈堝悗FFA鍚庢湡鍍忋€備笌鍥?-8H涓哄悓涓€鎮ｈ€呫€傝鐩樿崸鍏夋笚婕忔槑鏄惧噺杞?Late FFA image of the left eye after 1 month of treatment for anterior ischemic optic neuropathy. Same patient as Figure 9-8H. Significant reduction in optic disc fluorescence leakage,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-08L.jpg,Optic nerve diseases,宸︾溂鍓嶉儴缂鸿鎬ц绁炵粡鐥呭彉娌荤枟3涓湀鍚嶧FA闈欒剦鏈熷儚銆備笌鍥?-8J涓哄悓涓€鎮ｈ€呫€傛湭瑙佽鐩樺懆鍥存瘺缁嗚绠℃墿寮?FFA venous phase image of the left eye after 3 months of treatment for anterior ischemic optic neuropathy. Same patient as Figure 9-8J. No peripapillary dilatation of the optic disk is seen,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-09C.jpg,Optic nerve diseases,宸︾溂鍓嶉儴缂鸿鎬ц绁炵粡鐥呭彉娌荤枟3涓湀鍚嶧FA鍚庢湡鍍忋€備笌鍥?-8K涓哄悓涓€鎮ｈ€呫€傝鐩樿崸鍏夋湭瑙佸紓甯?Late FFA image of the left eye after 3 months of treatment for anterior ischemic optic neuropathy. Same patient as Figure 9-8K. Optic disk fluorescence is not abnormal,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-09D.jpg,Optic nerve diseases,宸︾溂缂鸿鎬ц绁炵粡鐥呭彉FFA 19绉?3鍍忋€備笌鍥?-9B涓哄悓涓€鎮ｈ€呫€傛樉绀鸿鐩樻瘺缁嗚绠″厖琛€,Left eye ischemic optic neuropathy FFA 19 sec 73 image. Same patient as Figure 9-9B. It shows optic disk capillary congestion,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-12C.jpg,Optic nerve diseases,宸︾溂缂鸿鎬ц绁炵粡鐥呭彉FFA 11鍒?6绉?5鍍忋€備笌鍥?-9C涓哄悓涓€鎮ｈ€呫€傝鐩樺讥婕崸鍏夋笚婕?Left eye ischemic optic neuropathy FFA 11 min 16 sec 45 image. Same patient as Figure 9-9C. Diffuse fluorescent leakage from the optic disk,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-12D.jpg,Optic nerve diseases,鍙崇溂瑙嗕钩澶存按鑲縁FA鍍忋€備笌鍥?-12A涓哄悓涓€鎮ｈ€?FFA image of optic papillary edema in the right eye. Same patient as Figure 9-12A,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-13C.jpg,Optic nerve diseases,宸︾溂瑙嗕钩澶存按鑲縁FA鍍忋€備笌鍥?-12B涓哄悓涓€鎮ｈ€?FFA image of optic papillary edema in the left eye. Same patient as Figure 9-12B,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure09-13D.jpg,Optic nerve diseases,鍙崇溂瑙嗕钩澶存按鑲縁FA 571.3s鍍忋€備笌鍥?-13A涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樿崸鍏夌潃鏌擄紝瑙嗙洏榧讳笂鏂瑰彲瑙佽缃戣啘涓嬪嚭琛€閬斀鑽у厜,"Right eye optic papillary edema FFA 571.3s image. Same patient as Figures 9-13A. Fluorescence staining of the optic disk is visible, and a subretinal hemorrhage is seen above the optic disk nose obscuring the fluorescence",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-05B.jpg,Optic nerve diseases,宸︾溂瑙嗕钩澶存按鑲縁FA 584.9s鍍忋€備笌鍥?-13B涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樿崸鍏夌潃鏌?Left eye optic papillary edema FFA 584.9s image. Same patient as Figures 9-13B. Fluorescent staining of the optic disk is seen,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-05C.jpg,Retinal vascular diseases,宸︾溂Valsava鎬ц缃戣啘鐥呭彉FFA鍍忋€傚彲瑙佽缃戣啘鍓嶅嚭琛€鍛堥伄钄借崸鍏夛紝鏃犳笚婕?FFA image of Valsava's retinopathy in the left eye. Visible pre-retinal hemorrhage with masked fluorescence and no leakage,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-06B.jpg,Retinal vascular diseases,"宸︾溂Valsava鎬ц缃戣啘鐥呭彉ICGA鍍忋€備笌鍥?0-5B涓哄悓涓€鎮ｈ€呫€傚彲瑙佽缃戣啘鍓嶅嚭琛€鍛堣交寰伄钄借崸鍏?鏈鏂扮敓琛€绠?鏃犳笚婕?,ICGA image of Valsava's retinopathy in the left eye. Same patient as Figure 10-5B. Slightly obscured fluorescence of the preretinal hemorrhage is seen", no neovascularization is seen," and no leakage is seen""",,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-11B.jpg,Traumatic and toxic retinopathies,"鍙崇溂杩滆揪鎬ц缃戣啘鐥呭彉FFA53绉掑儚銆傚彲瑙佸悗鏋侀儴鏃犵亴娉ㄥ尯,鍑鸿閬斀鑽у厜","FFA 53-second image of a far reaching retinopathy in the right eye. A perfusion-free area at the posterior pole is seen, and the hemorrhage obscures the fluorescence",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-11C.jpg,Traumatic and toxic retinopathies,宸︾溂鑴夌粶鑶滅牬瑁傜溂搴曡嚜鍙戣崸鍏夊儚銆傚彲瑙佽剦缁滆啘鐮磋鍖哄憟寮辫嚜鍙戣崸鍏?Fundus autofluorescence image of choroidal rupture in the left eye. Weak autofluorescence is seen in the area of choroidal rupture,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-12C.jpg,Traumatic and toxic retinopathies,宸︾溂鑴夌粶鑶滅牬瑁侳FA鏅氭湡鍍忋€備笌鍥?0-11B涓哄悓涓€鎮ｈ€呫€傚彲瑙佽剦缁滆啘鐮磋鍖虹粍缁囩潃鏌?Late FFA image of choroidal rupture in the left eye. Same patient as Figures 10-11B. Tissue staining in the area of choroidal rupture can be seen,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-12D.jpg,Intraocular tumors,鍙崇溂寮ユ极鎬ц憽钀勮啘榛戣壊绱犵粏鑳炲鐢烣FA7鍒?7绉?3鍍忋€傚彲瑙佺溂搴曞ぇ閲忔枒椹崇姸閫忚鑽у厜鏂?Diffuse uveal melanocytic hyperplasia FFA 7:47:43 image of the right eye. A large number of patchy translucent fluorescent spots in the fundus can be seen,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-12E.jpg,Intraocular tumors,宸︾溂寮ユ极鎬ц憽钀勮啘榛戣壊绱犵粏鑳炲鐢烣FA8鍒?3绉?8鍍忋€備笌鍥?0-12C涓哄悓涓€鎮ｈ€呫€傚彲瑙佺溂搴曞ぇ閲忔枒椹崇姸閫忚鑽у厜鏂?Diffuse uveal melanocytic hyperplasia FFA 8:23:98 image of the left eye. Same patient as Figures 10-12C. A large number of patchy translucent fluorescent spots in the fundus can be seen,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-12F.jpg,Intraocular tumors,宸︾溂寮ユ极鎬ц憽钀勮啘榛戣壊绱犵粏鑳炲鐢熻摑鍏夌溂搴曡嚜鍙戣崸鍏夊儚銆備笌鍥?0-12D涓哄悓涓€鎮ｈ€呫€傚彲瑙佸ぇ閲忔枒鐘剁梾鐏跺憟寮辫嚜鍙戣崸鍏?Diffuse uveal melanocytic hyperplasia blue fundus autofluorescence image of the left eye. Same patient as Figures 10-12D. A large number of patchy lesions can be seen with weak autofluorescence,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-13C.jpg,Intraocular tumors,宸︾溂寮ユ极鎬ц憽钀勮啘榛戣壊绱犵粏鑳炲鐢熻繎绾㈠鍏夌溂搴曡嚜鍙戣崸鍏夊儚銆備笌鍥?0-12E涓哄悓涓€鎮ｈ€呫€傚彲瑙佸ぇ閲忔枒鐘剁梾鐏跺憟寮辫嚜鍙戣崸鍏?Near-infrared light fundus autofluorescence image of diffuse uveal melanocytic hyperplasia in the left eye. Same patient as Figures 10-12E. A large number of patchy lesions can be seen with weak autofluorescence,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure10-13D.jpg,Retinal and choroidal inflammatory diseases,"宸︾溂鍚庡珐鑶滅値FFA鏅氭湡鍍忋€傚彲瑙佷笂鏂硅交寰崸鍏夋笚,瑙嗙洏鐫€鏌?,Late FFA image of posterior scleritis in the left eye. Slight fluorescence seepage from above"," optic disc staining is seen""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-04-01a.jpg,Retinal and choroidal inflammatory diseases,鍙崇溂鍚庡珐鑶滅値FFA鏅氭湡鍍忋€備笌鍥?0-13C涓哄悓涓€鎮ｈ€呫€傚彲瑙佽鐩樿崸鍏夋笚婕?Late FFA image of posterior scleritis in the right eye. Same patient as Figures 10-13C. Fluorescent leakage of the optic disk is visible,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-04-01b.jpg,Normal,"姝ｅ父鐪煎簳FFA鍥惧儚銆俛涓哄姩鑴夋湡锛屽彲瑙佽缃戣啘涓ぎ鍔ㄨ剦宸插厖鐩堬紝骞惰鑴夌粶鑶滆崸鍏夛紝涓烘枒鍧楃姸鎴栧湴鍥剧姸锛屽悇閮ㄤ綅鍏呯泩鏃堕棿鐣ユ湁鍑哄叆銆傝缃戣啘闈欒剦灏氭湭鍏呯泩锛屽湪鑴夌粶鑶滆儗鏅崸鍏夌殑琛墭涓嬶紝浠呰杞粨銆?""Normal fundus FFA image. a In the arterial phase", the central retinal artery is seen to have filled and choroidal fluorescence is seen in the form of plaques or maps, with slight variations in the timing of filling at each site. b In the arterial phase," the central retinal artery is seen to have filled and choroidal fluorescence is seen. The retinal veins have not yet filled and are only outlined against the choroidal background fluorescence.""",,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-04-01c.jpg,Normal,"姝ｅ父鐪煎簳FFA鍥惧儚銆俠涓鸿缃戣啘鍔ㄩ潤鑴夋湡锛屽彲瑙侀潤鑴夊眰娴侊紝闈欒剦琛€绠′腑澶棤鑽у厜銆傛鏃惰剦缁滆啘宸插畬鍏ㄥ厖鐩堬紝鏂戝潡鐘惰剦缁滆啘鑽у厜铻嶅悎涓哄潎鍖€鐨勮儗鏅崸鍏夈€傝崸鍏夌礌鍏呯泩姣涚粏琛€绠＄綉锛屾暣涓溂搴曞憟鐜版槑浜殑寮ユ极鑽у厜銆?""Normal fundus FFA image. b is the retinal arteriolar phase", with visible venous laminar flow and no fluorescence in the center of the venous vessels. At this time, the choroid is completely filled," and the patchy choroidal fluorescence fuses into a uniform background fluorescence. Fluorescein fills the capillary network and the entire fundus shows bright diffuse fluorescence.""",,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-04-01d.jpg,Normal,"姝ｅ父鐪煎簳FFA鍥惧儚銆俢涓鸿缃戣啘鍔ㄩ潤鑴夋湡锛屽彲瑙侀潤鑴夊凡瀹屽叏鍏呯泩銆?""Normal fundus FFA image. c is the retinal arteriovenous phase"," which shows that the veins are fully filled.""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-04-02.jpg,Normal,"姝ｅ父鐪煎簳FFA鍥惧儚銆俤涓鸿缃戣啘鍔ㄩ潤鑴夋湡锛屽彲瑙佽缃戣啘闈欒剦鑽у厜杈冨姩鑴夋洿寮恒€?""Normal fundus FFA image. d is the retinal arteriovenous phase"," which is seen to fluoresce more strongly in retinal veins than in arterioles.""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-01b.jpg,Normal,姝ｅ父鐪煎簳FFA鍥惧儚鏅氭湡銆傝缃戣啘琛€绠″唴鐨勮崸鍏夋槑鏄惧噺寮辨垨娑堝け锛屽彧鑳界湅鍒板井寮辩殑鑴夌粶鑶滆儗鏅崸鍏夊拰宸╄啘浠ュ強瑙嗙洏杈圭紭鐨勬畫鐣欒崸鍏夈€傝鐩樼粍缁囧憟寮ユ极鐨勮崸鍏夋煋鑹诧紝鍏惰竟缂樼粍缁囩潃鏌撳苟娈嬬暀妯＄硦鐨勮崸鍏夌幆銆傞粍鏂戝缁堝憟鐜颁负涓€鏆楀尯,"Normal fundus FFA images are late. Fluorescence within the retinal vasculature is markedly diminished or absent, and only faint choroidal background fluorescence and residual fluorescence in the sclera and optic disc margins are seen. The optic disc tissue shows diffuse fluorescent staining, and its rim is stained with a faint fluorescent ring. The macula always appears as a dark area",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-01c.jpg,Retinal vascular diseases,"鍋囪崸鍏夈€俠涓烘煋鏂欏厖鐩堝墠鐨勫亣鑽у厜锛屽叾褰㈡€佸悓褰╄壊鐪煎簳鍍忎笂鐨勯粍鐧借壊闄堟棫鍑鸿銆?""Pseudofluorescence. b Pseudofluorescence before dye filling"," which has the same morphology as a yellow-white stale hemorrhage on a color fundus image.""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-01d.jpg,Retinal vascular diseases,"鍋囪崸鍏夈€俢涓篎FA鍍忥紝鍙榛勭櫧鑹茬梾鐏剁浉搴斿尯鐩稿浣庤崸鍏夛紝鏄洜涓鸿鐥呯伓閬尅鑴夌粶鑶滆儗鏅崸鍏夋墍鑷淬€?""Pseudofluorescence. c For the FFA image"," the relative hypofluorescence of the corresponding area of the yellowish-white lesion is visible and is due to the fact that the lesion obscures the background fluorescence of the choroid.""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-02b.jpg,Retinal vascular diseases,鍋囪崸鍏夈€俤涓篒CGA鍥惧儚锛屽彲瑙侀粍鐧借壊鐥呯伓鐩稿簲鍖轰负浣庤崸鍏夐伄鎸°€?Pseudofluorescence. d is an ICGA image that shows the corresponding area of the yellow-white lesion as a hypofluorescent mask.,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-02c.jpg,Retinal and choroidal inflammatory diseases,"閫忚鑽у厜銆俠涓篎FA閫犲奖鐨勬棭鏈燂紝鍙鐥呯伓鐩稿簲澶勪负閫忚鑽у厜锛岃澶勮崸鍏夌殑寮哄急闅忚剦缁滆啘鑳屾櫙鑽у厜鑰屽彉鍖栵紝鏃╂湡闅忚儗鏅崸鍏夊嚭鐜般€?""Transmissible fluorescence. b For the early stage of FFA contrast", the corresponding part of the lesion is seen as transmissible fluorescence, which varies in intensity with the choroidal background fluorescence," and appears with the background fluorescence in the early stage.""",,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-02d.jpg,Retinal and choroidal inflammatory diseases,"閫忚鑽у厜銆俢涓篎FA閫犲奖鐨勪腑鏈燂紝鍙鐥呯伓鐩稿簲澶勪负閫忚鑽у厜锛岃澶勮崸鍏夌殑寮哄急闅忚剦缁滆啘鑳屾櫙鑽у厜鑰屽彉鍖栵紝涓湡闅忚儗鏅崸鍏夊寮恒€?""Transmission fluorescence. c is the middle stage of FFA contrast", and the corresponding part of the visible lesion is transmission fluorescence," which varies in intensity with the choroidal background fluorescence and increases with the background fluorescence in the middle stage.""",,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-03b.jpg,Retinal and choroidal inflammatory diseases,"閫忚鑽у厜銆俤涓篎FA閫犲奖鐨勬櫄鏈燂紝鍙鐥呯伓鐩稿簲澶勪负閫忚鑽у厜锛岃澶勮崸鍏夌殑寮哄急闅忚剦缁滆啘鑳屾櫙鑽у厜鑰屽彉鍖栵紝鏅氭湡闅忚儗鏅崸鍏夎€屽噺寮憋紙鐧界锛夈€?""Transmissible fluorescence. d is the late stage of FFA contrast and is seen as transmissible fluorescence at the corresponding site of the lesion"," where the intensity of the fluorescence varies with the choroidal background fluorescence and diminishes with the background fluorescence in the late stage (white arrows).""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-03c.jpg,Macular diseases,"鑽у厜娓楁紡銆俠涓洪€犲奖鏃╂湡锛屾嫳鐜涓嬬紭鍙缁嗗皬楂樿崸鍏夌偣銆?""Fluorescence leakage. b For early contrast"," tiny hyperfluorescent spots are visible at the inferior temporal margin of the arch ring.""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-03d.jpg,Macular diseases,"鑽у厜娓楁紡銆俢涓洪€犲奖涓湡锛屽彲瑙侀珮鑽у厜鐐归€愭笎娓楁紡鎵╁ぇ銆?""Fluorescence leakage. c is the middle stage of the contrast"," where a gradual leakage of the hyperfluorescent spot is seen to expand.""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-04a.jpg,Macular diseases,鑽у厜娓楁紡銆俤涓洪€犲奖鏅氭湡锛屽彲瑙侀珮鑽у厜鐐归€愭笎娓楁紡鎵╁ぇ銆?Fluorescence leakage. d is a late contrast phase in which a hyperfluorescent spot is seen to gradually leak and enlarge.,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-04b.jpg,Macular diseases,"鑽у厜绱犵Н瀛樹簬鑹茬礌涓婄毊涓嬨€傚悗鏋佸鍙戞€ц壊绱犱笂鐨梾鍙樼殑FFA鍜孖CGA鍥惧儚锛宎涓篎FA鏃╂湡锛屽彲瑙佺粏灏忛珮鑽у厜鐐癸紙鐧界锛夈€?""Fluorescein accumulates under the pigmented epithelium. FFA and ICGA images of posterior pole polychromatic pigment epithelial lesions. a is an early stage of FFA"," with tiny hyperfluorescent dots (white arrows) visible.""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-04c.jpg,Macular diseases,"鑽у厜绱犵Н瀛樹簬鑹茬礌涓婄毊涓嬨€傚悗鏋佸鍙戞€ц壊绱犱笂鐨梾鍙樼殑FFA鍜孖CGA鍥惧儚锛宐涓篎FA鏅氭湡锛屽彲瑙侀珮鑽у厜鐐规笚婕忥紝琛ㄧ幇涓鸿崸鍏夋墿澶у寮恒€傚湪瑙嗙綉鑶滆壊绱犱笂鐨劚绂诲尯鍐呮湁鑽у厜绉瓨锛岃〃鐜颁负杈圭晫娓呮鐨勮繎鍦嗗舰楂樿崸鍏夋枒锛堥粍鏂戜笂鏂瑰拰棰炰晶锛夈€?""Fluorescein accumulates under the pigment epithelium. FFA and ICGA images of posterior pole polychromatic pigment epithelial lesions", b is an advanced stage of FFA, with visible leakage of hyperfluorescent dots, demonstrating enhanced fluorescence enlargement. There is fluorescence accumulation within the retinal pigment epithelial detachment area," which is manifested as well-defined subcircular hyperfluorescent spots (superior and temporal to the macula).""",,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure01-05-04d.jpg,Macular diseases,鑽у厜绱犵Н瀛樹簬鑹茬礌涓婄毊涓嬨€俢涓篒CGA鏃╂湡鍙澶х墖鑽у厜鍏呯泩缂烘崯鍖猴紙鐧界锛夈€?Fluorescein accumulates under the pigmented epithelium. c is a large fluorescence-filled defective area (white arrow) visible in the early stages of ICGA.,,,,,,,,,,,,,,,
